CGPA,Backlogs,Branch,10th_Percentage,12th_Percentage,DSA_Score,Projects_Count,Certifications,Internships,Hackathons_Participated,Coding_Contest_Rating,Clubs,Leadership_Roles,Placed,Skill_Score,Activity_Score,Academic_Strength
9.21,1,CSE,77.13,70.53,82.87,3,5,3,0,1101,2,1,1,61.849888888888884,28.366666666666667,8.91
5.7,2,ECE,81.71,77.97,40.69,6,3,2,4,1059,0,2,0,46.718111111111114,42.63333333333333,5.1000000000000005
8.98,5,CYBER,84.41,86.5,80.91,2,5,0,3,1207,3,0,1,46.66188888888888,51.56666666666667,7.48
6.01,4,MECH,74.28,65.2,81.38,6,0,0,2,1445,1,0,0,45.169555555555554,40.166666666666664,4.81
5.82,3,CIVIL,99.91,93.3,70.71,0,1,2,5,1944,1,1,0,35.79077777777778,79.80000000000001,4.92
5.82,5,AIML,85.78,91.87,75.25,2,1,3,2,1219,1,2,1,49.06388888888888,42.63333333333333,4.32
9.07,4,CYBER,93.03,93.64,76.3,6,5,2,0,882,3,2,1,62.87888888888888,32.733333333333334,7.87
8.33,5,ECE,90.71,87.4,50.41,4,1,2,0,1184,0,2,1,49.96744444444444,22.8,6.83
7.62,2,ECE,83.27,83.9,49.38,4,1,1,4,855,2,0,0,39.480666666666664,39.16666666666666,7.0200000000000005
6.79,3,CIVIL,93.86,97.21,67.87,0,3,1,4,1316,0,0,0,43.84988888888889,41.2,5.890000000000001
9.39,4,CIVIL,81.88,87.5,93.29,5,1,3,4,1138,3,0,1,67.80922222222222,55.266666666666666,8.190000000000001
6.96,0,MECH,72.7,67.14,97.31,2,3,0,1,1435,0,1,1,48.04855555555555,32.166666666666664,6.96
9.08,3,CIVIL,80.15,75.02,92.55,6,0,1,1,1005,1,1,1,54.964999999999996,24.5,8.18
7.2,0,CSE,69.94,72.98,40.07,1,2,1,2,1021,2,1,1,33.209888888888884,37.699999999999996,7.2
6.88,5,ECE,60.0,63.2,46.58,5,2,3,5,835,3,0,0,50.662888888888894,51.16666666666667,5.38
7.31,1,IT,71.47,64.75,99.07,0,2,2,0,1771,1,0,1,45.832111111111104,39.03333333333334,7.01
6.51,3,CSE,80.73,75.79,55.75,6,3,1,3,961,0,0,0,51.40277777777777,23.366666666666667,5.609999999999999
8.74,5,CSE,90.62,89.65,72.14,1,3,0,0,1427,1,2,0,39.864222222222224,37.56666666666667,7.24
7.51,0,CIVIL,71.44,71.56,45.86,5,3,3,1,1183,0,1,1,49.024666666666675,23.76666666666667,7.51
6.16,2,MECH,90.1,90.36,89.61,3,0,1,2,1408,0,1,1,43.54966666666667,37.266666666666666,5.5600000000000005
9.5,2,IT,67.89,61.1,85.0,2,4,3,3,1437,3,2,1,64.52222222222221,69.23333333333333,8.9
6.92,1,ECE,70.8,71.01,46.61,4,3,1,4,1314,0,2,1,42.416333333333334,51.13333333333333,6.62
7.72,3,ECE,94.49,90.9,46.21,0,3,1,4,1523,1,2,0,30.35188888888889,64.76666666666667,6.82
9.53,3,CSE,80.48,74.64,81.31,5,2,3,1,1587,3,0,1,57.892999999999994,52.233333333333334,8.629999999999999
8.12,3,CIVIL,78.26,78.21,68.99,6,5,0,2,1703,2,2,1,51.763666666666666,65.43333333333334,7.219999999999999
5.58,5,CYBER,82.35,81.79,72.06,1,1,0,5,941,3,0,0,35.68466666666667,54.699999999999996,4.08
9.7,1,CYBER,67.94,71.94,86.94,1,1,2,0,935,1,0,1,43.937555555555555,11.166666666666666,9.399999999999999
8.14,3,CIVIL,76.69,72.39,62.9,4,0,1,1,1712,0,1,1,39.203333333333326,41.400000000000006,7.24
6.67,5,MECH,80.03,81.2,50.0,1,1,2,5,1319,3,2,0,35.96666666666667,77.3,5.17
5.7,2,CSE,92.31,84.47,52.78,1,4,3,5,845,3,0,0,49.245111111111115,51.5,5.1000000000000005
8.97,0,IT,63.3,61.92,61.34,6,2,2,0,1123,3,0,1,50.44644444444445,30.76666666666667,8.97
8.1,5,CSE,97.63,99.95,65.4,4,0,3,3,1388,1,2,1,48.33111111111111,54.266666666666666,6.6
7.67,2,AIML,78.75,81.49,66.17,4,1,0,0,1217,0,0,1,37.60655555555555,13.899999999999999,7.07
9.47,2,CSE,68.89,71.67,56.89,0,1,3,3,1368,2,0,1,34.82255555555555,50.26666666666667,8.870000000000001
8.94,0,CSE,67.08,71.11,84.83,0,5,3,5,972,2,0,1,56.49344444444444,49.06666666666667,8.94
5.76,2,AIDS,82.73,80.5,48.88,1,2,2,2,1135,0,2,1,38.87511111111112,33.166666666666664,5.16
6.56,1,AIML,66.53,69.01,43.46,5,0,1,1,1153,2,0,1,39.837999999999994,31.100000000000005,6.26
6.24,0,CYBER,74.4,83.74,51.68,2,2,2,0,946,0,1,1,39.88177777777777,9.866666666666667,6.24
8.72,2,CSE,77.5,75.17,75.94,1,0,0,2,1195,3,2,0,37.415333333333336,55.16666666666667,8.120000000000001
5.17,4,CSE,91.44,98.34,55.0,1,1,0,2,1036,3,1,0,28.700000000000003,44.86666666666667,3.9699999999999998
7.85,5,ECE,90.18,94.57,75.19,5,2,0,0,943,1,1,1,45.979222222222226,16.433333333333334,6.35
8.81,2,CSE,73.57,72.24,89.53,5,2,1,4,1162,3,1,1,56.025666666666666,61.06666666666667,8.21
9.38,1,CSE,77.87,76.96,100.0,5,4,2,5,1457,1,0,1,62.61111111111111,58.56666666666667,9.08
6.71,3,ECE,64.05,64.64,66.76,5,5,3,4,941,2,0,1,63.02799999999999,42.03333333333333,5.8100000000000005
9.11,2,AIML,60.0,64.1,51.64,4,2,3,3,956,2,1,1,47.036444444444435,41.533333333333324,8.51
5.55,3,IT,67.71,69.72,49.88,4,0,1,2,800,3,1,1,34.20844444444444,37.0,4.65
9.23,4,CIVIL,91.23,88.86,53.57,4,4,0,1,1600,0,2,1,43.94877777777778,42.666666666666664,8.030000000000001
5.64,2,CIVIL,87.8,77.39,89.62,3,2,1,1,1626,2,1,1,48.64155555555555,51.866666666666674,5.04
6.99,0,IT,83.83,87.2,97.43,6,2,3,2,1749,2,0,1,64.84011111111111,56.96666666666667,6.99
8.99,3,CIVIL,65.42,60.0,85.44,6,4,0,4,1436,2,1,1,57.65422222222223,63.53333333333334,8.09
5.75,4,IT,72.88,66.05,73.42,4,1,1,5,1355,0,1,0,45.837111111111106,53.5,4.55
6.15,0,CSE,71.42,69.41,63.25,0,2,3,2,1153,3,2,1,39.74166666666667,53.76666666666667,6.15
8.61,0,CYBER,78.34,72.27,77.88,4,3,3,3,1679,1,1,1,55.74177777777777,58.966666666666676,8.61
8.6,0,CSE,77.71,79.3,38.55,3,5,1,2,1100,0,2,1,39.32055555555555,32.0,8.6
8.21,0,AIML,69.98,68.5,67.05,2,1,3,0,835,0,2,1,51.426111111111105,11.166666666666668,8.21
8.47,2,CSE,83.49,87.42,52.23,2,2,2,4,800,2,1,1,38.18011111111112,42.33333333333333,7.870000000000001
7.71,5,MECH,82.29,74.25,71.7,1,1,2,0,1368,1,1,0,48.154444444444444,30.599999999999998,6.21
6.26,2,ECE,72.71,69.4,57.6,6,0,0,0,900,0,0,1,41.53555555555556,3.3333333333333335,5.66
6.73,2,CSE,83.04,83.06,96.14,3,1,2,2,1410,2,0,1,54.964222222222226,45.666666666666664,6.130000000000001
5.91,4,CSE,91.24,91.46,75.37,3,4,2,5,1505,0,2,1,50.84433333333334,63.5,4.71
9.54,4,CIVIL,94.28,97.75,80.9,1,2,1,2,1056,2,2,0,37.992222222222225,43.86666666666667,8.34
7.92,5,AIDS,84.91,80.33,61.75,3,1,0,5,1119,1,0,1,37.66944444444445,47.3,6.42
7.0,4,AIDS,84.61,82.27,96.04,5,3,1,1,1301,1,2,0,61.145333333333326,39.366666666666674,5.8
7.31,1,ECE,77.6,80.14,63.45,1,0,1,5,957,2,0,1,38.946111111111115,48.56666666666667,7.01
9.74,5,CYBER,90.3,79.3,82.82,3,0,2,0,914,3,2,1,49.745999999999995,33.800000000000004,8.24
5.77,4,CIVIL,69.3,71.22,57.18,2,1,2,2,858,0,0,0,38.52066666666666,13.933333333333334,4.569999999999999
7.93,5,CYBER,89.14,92.96,59.07,6,4,3,1,800,3,0,1,61.687666666666665,26.0,6.43
7.53,2,ECE,77.12,70.46,65.88,4,0,3,0,1176,0,2,1,50.34177777777777,22.533333333333335,6.930000000000001
8.06,2,CIVIL,94.91,93.33,28.55,1,1,0,1,985,1,2,0,19.598333333333333,28.833333333333332,7.460000000000001
5.09,5,AIDS,85.88,93.35,22.0,1,1,2,4,852,0,2,0,27.02222222222222,35.73333333333333,3.59
9.36,1,ECE,79.32,82.62,81.3,6,0,3,3,906,2,1,1,66.73444444444443,39.86666666666667,9.059999999999999
9.66,1,AIDS,77.64,79.87,100.0,6,1,1,0,1732,2,1,1,61.144444444444446,49.39999999999999,9.36
7.83,5,MECH,85.26,90.21,73.59,1,1,2,2,1081,2,2,0,44.910333333333334,44.699999999999996,6.33
8.48,4,CSE,84.77,93.79,55.51,5,5,0,5,1948,3,2,1,46.230777777777774,98.26666666666667,7.28
9.61,3,CSE,76.02,76.11,46.71,3,3,0,4,1393,1,2,1,38.013000000000005,60.43333333333333,8.709999999999999
8.54,1,ECE,80.92,78.88,85.87,1,1,1,1,929,1,2,1,44.32766666666667,26.966666666666672,8.239999999999998
5.76,0,MECH,88.96,93.91,44.97,6,5,3,3,1495,1,0,0,53.70211111111111,47.833333333333336,5.76
7.88,2,AIDS,66.37,65.43,79.77,4,5,1,5,1088,2,1,1,58.15322222222221,57.93333333333334,7.28
8.03,5,CSE,87.26,82.62,75.47,1,1,3,0,999,1,2,0,41.418777777777784,23.3,6.529999999999999
7.12,0,AIDS,85.21,82.51,72.67,0,4,2,3,1182,3,1,1,46.73433333333333,55.73333333333335,7.12
8.68,5,AIDS,91.87,93.43,71.58,6,0,0,4,1598,3,1,0,46.351777777777784,75.6,7.18
9.67,2,CSE,72.84,70.6,83.53,1,5,3,3,1475,3,0,1,56.89233333333333,60.5,9.07
9.63,2,AIDS,80.06,78.18,73.25,4,5,1,0,1321,2,2,1,57.675,40.7,9.030000000000001
7.25,1,AIML,82.05,76.91,51.06,4,4,2,4,909,0,1,1,45.74022222222222,32.63333333333333,6.95
5.57,1,CYBER,87.39,94.56,36.06,0,2,3,1,1363,1,0,0,37.88466666666667,31.433333333333337,5.2700000000000005
9.92,0,CYBER,84.29,82.58,29.42,3,4,2,0,800,3,2,1,40.94822222222223,30.000000000000004,9.92
9.19,5,AIML,67.6,64.05,69.85,6,2,2,3,1562,0,2,1,53.38833333333333,53.400000000000006,7.6899999999999995
5.62,2,CIVIL,82.91,79.88,86.0,1,2,1,0,1430,0,1,1,44.18888888888889,26.0,5.0200000000000005
9.6,0,IT,100.0,100.0,90.12,4,4,1,4,1172,3,0,1,55.991555555555564,56.400000000000006,9.6
9.35,3,AIDS,86.12,88.98,78.8,4,3,2,3,1932,3,0,1,52.995555555555555,75.73333333333335,8.45
7.59,0,CIVIL,96.38,93.87,50.79,1,4,2,1,1428,1,0,0,38.39255555555555,33.599999999999994,7.59
7.96,4,MECH,90.43,90.59,87.23,0,5,3,5,1504,1,0,0,51.61344444444445,60.133333333333326,6.76
7.0,0,IT,93.62,95.01,60.09,6,0,1,2,1231,0,2,1,43.67144444444444,36.36666666666667,7.0
5.27,4,CYBER,83.1,79.58,85.37,5,4,3,1,984,0,1,1,66.45544444444444,17.133333333333333,4.069999999999999
6.68,4,CSE,85.22,77.52,41.26,1,3,0,0,1118,0,1,0,30.211333333333336,15.600000000000003,5.4799999999999995
9.01,4,AIML,82.56,85.13,57.57,5,4,3,2,1669,2,0,1,56.24877777777778,54.300000000000004,7.81
5.02,3,IT,80.04,76.8,35.67,3,3,2,5,800,0,0,1,39.81211111111111,30.0,4.119999999999999
6.67,0,CSE,87.42,89.62,31.2,3,0,0,5,1226,2,0,1,29.92666666666667,57.533333333333324,6.67
6.99,0,ECE,74.79,76.4,43.71,2,1,3,4,1537,1,1,1,40.92411111111112,60.23333333333334,6.99
7.69,3,CSE,98.85,99.13,68.0,2,3,0,5,1673,0,2,1,43.53333333333333,69.1,6.790000000000001
9.6,2,CIVIL,70.72,68.59,61.25,4,3,1,3,936,1,2,1,47.74166666666667,39.2,9.0
6.73,1,AIML,88.11,84.94,0.0,2,5,3,3,800,0,0,1,32.31111111111111,18.0,6.430000000000001
6.73,0,AIDS,93.79,88.09,82.66,2,3,3,4,1344,1,2,1,52.72022222222221,58.8,6.73
8.69,1,CSE,78.23,75.16,37.26,3,0,1,5,1222,0,2,1,30.178,54.06666666666666,8.389999999999999
7.26,5,CSE,68.87,71.71,75.59,3,2,3,0,1662,2,1,1,55.688111111111105,47.06666666666667,5.76
6.12,5,AIDS,91.56,98.54,58.74,0,3,0,1,1133,3,0,1,29.68866666666667,37.1,4.62
7.26,3,AIML,82.03,88.29,98.81,0,0,1,2,1678,1,2,1,42.776333333333326,57.93333333333334,6.359999999999999
5.7,5,ECE,88.13,88.86,75.96,6,5,0,4,880,1,0,0,61.16577777777778,33.33333333333333,4.2
5.88,5,ECE,78.91,85.89,46.82,4,5,3,5,1054,3,0,0,48.63488888888888,58.46666666666667,4.38
7.49,2,IT,97.32,95.79,50.92,2,1,3,0,1438,0,2,0,42.85377777777778,31.266666666666666,6.890000000000001
7.09,2,AIDS,60.0,60.0,93.03,0,3,3,0,1615,2,1,1,52.620111111111115,45.5,6.49
9.57,2,CIVIL,83.76,93.37,45.85,5,2,3,2,842,2,2,1,54.254999999999995,36.73333333333333,8.97
6.81,5,IT,93.42,96.08,65.38,1,0,0,4,1535,2,1,0,31.369555555555557,66.83333333333333,5.31
7.9,3,IT,81.05,73.38,64.39,2,1,3,1,822,0,2,1,48.217,16.733333333333334,7.0
8.16,4,AIDS,83.02,90.82,61.44,0,2,1,1,1566,1,0,1,38.90977777777778,38.2,6.96
5.07,4,CSE,75.66,71.94,59.9,0,1,1,4,1138,0,1,0,30.225555555555555,40.266666666666666,3.87
8.32,1,IT,80.21,77.58,72.88,6,2,2,3,1129,2,1,1,55.38622222222222,47.300000000000004,8.02
5.89,4,MECH,63.28,68.39,66.1,0,4,1,5,1141,3,0,1,40.34111111111111,61.36666666666667,4.6899999999999995
9.81,4,CSE,72.82,79.62,79.31,6,4,2,1,1410,2,2,0,58.90411111111111,49.66666666666666,8.610000000000001
5.74,2,CSE,72.13,67.13,64.57,4,4,1,3,1847,1,1,1,52.059888888888885,64.56666666666668,5.140000000000001
7.07,2,AIDS,86.69,94.05,64.73,5,1,1,4,1589,0,2,0,45.419,60.3,6.470000000000001
5.43,5,AIDS,74.29,78.66,41.45,1,4,3,5,800,0,2,0,38.69055555555555,40.0,3.9299999999999997
9.98,1,AIDS,74.58,70.58,77.5,6,0,1,0,975,2,2,1,52.62777777777777,29.166666666666668,9.68
7.51,0,AIDS,76.22,74.99,50.77,2,0,3,4,800,1,0,1,36.60877777777778,30.666666666666664,7.51
7.98,1,MECH,72.51,80.09,51.78,0,4,3,0,1252,1,2,1,41.77844444444444,31.733333333333334,7.680000000000001
5.34,1,AIDS,82.69,74.89,47.45,6,2,1,4,1086,3,0,1,45.435,53.53333333333333,5.04
8.75,3,ECE,83.78,90.68,68.86,3,2,0,3,1433,2,1,1,42.50244444444444,57.43333333333334,7.85
6.05,5,CIVIL,88.25,92.48,58.45,2,1,3,5,1042,3,2,0,41.9238888888889,68.06666666666666,4.55
9.49,3,AIML,86.53,89.07,93.28,3,2,1,3,1247,0,1,1,50.43955555555555,37.89999999999999,8.59
6.03,1,IT,85.53,86.19,47.66,6,3,0,5,800,0,2,1,47.898,40.0,5.73
5.95,1,ECE,76.71,86.56,61.2,4,2,1,4,1537,1,1,1,39.42666666666666,60.23333333333334,5.65
5.18,1,ECE,76.07,86.66,55.77,0,0,1,0,998,3,0,1,26.753222222222224,26.6,4.88
7.36,4,CSE,71.29,68.21,52.13,2,5,0,4,910,1,1,0,39.11677777777778,39.33333333333333,6.16
7.82,3,CSE,71.11,74.17,68.1,2,2,1,0,1530,2,1,0,43.26333333333333,42.666666666666664,6.92
5.33,1,AIDS,81.94,91.31,74.2,0,1,3,3,871,1,2,1,42.73777777777777,37.03333333333333,5.03
8.88,2,AIML,72.81,68.88,75.62,6,2,2,2,1443,0,2,1,60.17488888888889,43.43333333333334,8.280000000000001
7.27,5,ECE,94.68,95.9,68.36,1,1,2,1,1011,0,2,1,44.508,23.033333333333335,5.77
7.62,5,CSE,79.62,84.64,51.5,4,3,1,3,1123,1,2,1,47.85,45.43333333333334,6.12
7.2,2,CSE,95.01,84.94,98.52,0,4,2,4,993,2,0,1,48.96711111111111,43.766666666666666,6.6000000000000005
7.0,5,AIDS,85.72,89.86,49.55,5,3,2,4,1321,3,1,0,47.57611111111111,66.36666666666666,5.5
7.8,4,ECE,72.23,66.79,33.14,2,0,2,0,1681,0,1,0,30.086444444444442,34.36666666666667,6.6
5.78,4,IT,79.38,80.34,73.58,1,5,3,1,889,0,0,1,49.318444444444445,8.966666666666667,4.58
5.91,0,ECE,63.27,68.99,54.75,2,3,3,5,1520,2,1,1,49.94722222222222,72.33333333333334,5.91
9.31,0,IT,81.9,69.96,67.98,4,3,2,3,1226,1,2,1,60.016222222222225,48.86666666666666,9.31
9.73,0,ECE,73.14,77.07,65.24,3,0,0,1,1387,0,2,1,33.449777777777776,35.56666666666667,9.73
6.87,5,AIDS,68.87,79.06,96.83,4,0,0,1,1030,0,2,0,47.060111111111105,23.666666666666668,5.37
6.35,4,MECH,95.22,92.55,66.36,0,4,0,3,922,2,1,0,38.71911111111111,40.4,5.1499999999999995
8.22,4,CIVIL,90.31,93.19,79.6,3,4,3,0,1324,1,0,1,56.92444444444445,24.133333333333333,7.0200000000000005
7.04,4,ECE,90.03,96.71,65.97,5,2,3,5,1165,2,0,1,55.23544444444444,55.49999999999999,5.84
5.13,2,CYBER,87.82,79.86,58.54,3,1,3,0,1237,2,1,0,48.33977777777778,32.9,4.53
5.78,4,CIVIL,67.65,71.44,84.38,3,0,3,0,922,1,0,1,50.74733333333333,10.733333333333334,4.58
8.58,2,CSE,76.0,81.11,65.38,1,3,2,2,1410,0,0,1,47.22511111111111,32.333333333333336,7.98
8.29,0,MECH,76.6,79.8,39.83,3,3,3,1,1216,3,2,1,40.66011111111111,49.86666666666667,8.29
5.14,0,IT,62.9,63.34,70.54,6,4,2,2,1584,3,1,1,57.82866666666666,63.13333333333334,5.14
6.11,5,AIDS,74.43,69.43,67.98,0,1,0,0,1335,3,0,0,32.971777777777774,37.833333333333336,4.61
6.16,0,ECE,74.54,81.5,60.44,4,0,2,5,1879,2,1,1,42.80977777777777,84.3,6.16
8.36,5,AIML,81.26,81.43,78.71,1,4,0,3,1896,0,2,1,42.513,64.53333333333333,6.859999999999999
5.1,1,CSE,100.0,95.48,45.58,1,1,3,1,1133,0,2,1,39.218444444444444,27.1,4.8
5.52,1,CYBER,79.79,78.2,55.52,3,0,0,3,1171,0,0,0,31.156,30.366666666666664,5.22
9.0,3,CIVIL,81.27,83.11,69.86,4,3,0,4,1000,0,1,1,45.04688888888889,35.666666666666664,8.1
5.89,5,CYBER,77.5,69.69,45.13,5,3,2,1,800,2,1,0,51.61677777777778,24.333333333333336,4.39
8.26,3,IT,87.38,87.47,92.6,2,4,0,3,1295,3,2,0,49.724444444444444,64.49999999999999,7.359999999999999
6.19,3,ECE,69.26,67.18,30.21,1,1,1,0,858,3,2,1,32.37411111111111,31.933333333333337,5.290000000000001
5.5,1,CYBER,98.96,100.0,89.99,6,3,0,2,1114,1,2,1,55.696999999999996,39.13333333333333,5.2
6.22,5,IT,78.76,69.38,76.13,2,1,3,3,1386,0,0,0,47.46122222222222,37.53333333333334,4.72
8.61,1,IT,76.05,80.74,35.0,0,4,0,5,800,3,1,1,34.75555555555555,55.00000000000001,8.309999999999999
9.28,3,MECH,89.7,96.79,69.41,4,2,1,4,892,3,0,1,55.889666666666656,47.06666666666667,8.379999999999999
9.15,5,MECH,71.09,61.91,69.88,5,1,2,0,849,0,1,1,52.78622222222222,6.633333333333334,7.65
6.99,3,IT,87.19,78.61,70.27,3,5,0,4,851,0,2,1,49.62544444444445,35.699999999999996,6.09
8.34,4,IT,94.05,100.0,49.41,6,1,1,5,966,3,0,0,44.334111111111106,55.53333333333333,7.14
6.02,5,IT,77.59,73.06,58.27,6,4,3,5,1434,1,0,0,56.70322222222223,57.8,4.52
6.47,5,CYBER,100.0,100.0,57.41,4,5,3,2,1767,0,0,1,54.5341111111111,44.233333333333334,4.97
9.48,3,CIVIL,86.44,77.41,60.16,0,2,2,4,801,3,2,1,39.91466666666666,54.03333333333333,8.58
5.07,4,AIDS,86.57,87.42,35.29,0,3,3,5,1340,1,0,0,32.187,54.666666666666664,3.87
5.43,2,AIML,93.66,93.54,73.01,1,0,1,3,976,2,0,1,35.82522222222222,37.2,4.83
6.04,1,ECE,96.31,95.27,23.77,2,4,0,5,1068,1,2,1,33.81988888888889,55.599999999999994,5.74
5.13,3,CSE,82.62,84.93,62.72,3,0,1,5,1387,0,1,0,40.616,54.56666666666668,4.23
5.91,5,CSE,87.97,90.57,72.99,6,2,2,3,1687,2,0,0,54.87477777777778,60.9,4.41
7.92,1,IT,93.96,93.13,62.7,3,5,0,0,1932,1,2,1,48.598888888888894,54.400000000000006,7.62
7.11,1,AIML,68.38,63.31,64.08,6,2,1,2,1533,3,0,1,55.01288888888889,56.43333333333334,6.8100000000000005
9.46,1,MECH,62.7,67.94,98.09,5,1,2,2,1248,0,0,1,60.471444444444444,26.93333333333333,9.16
9.09,2,IT,79.42,82.56,58.84,1,0,2,1,800,2,1,0,35.14088888888889,24.333333333333336,8.49
6.71,0,ECE,62.47,63.04,49.01,5,0,0,1,1215,3,2,1,34.43633333333334,49.83333333333333,6.71
6.3,3,MECH,76.86,79.84,49.08,0,2,0,3,1339,2,1,0,24.479555555555553,54.300000000000004,5.4
6.9,0,CIVIL,83.14,86.99,85.3,1,5,3,5,980,1,1,1,56.25666666666667,47.666666666666664,6.9
7.95,0,CSE,77.24,73.43,93.1,3,0,3,4,1598,3,2,1,52.43,80.6,7.95
6.34,0,AIML,78.58,81.39,31.28,5,3,0,5,928,0,1,1,33.483999999999995,39.266666666666666,6.34
8.12,1,MECH,69.98,67.22,88.23,2,2,3,5,1002,3,0,0,53.013444444444445,56.733333333333334,7.819999999999999
7.05,4,CSE,87.88,91.89,79.11,4,1,0,4,1337,1,2,1,44.910777777777774,58.56666666666667,5.85
7.76,1,AIDS,69.37,68.4,97.37,0,1,3,0,1116,2,2,1,53.888777777777776,33.86666666666667,7.46
7.18,1,CSE,60.0,63.06,71.11,0,1,1,2,909,3,0,1,30.39966666666667,35.63333333333333,6.88
6.47,5,AIML,77.93,75.76,58.98,0,0,2,3,1281,2,0,1,33.227333333333334,47.36666666666667,4.97
9.74,5,AIML,89.15,92.47,99.12,3,2,0,4,1520,0,0,1,50.56933333333333,48.0,8.24
8.82,0,CYBER,80.8,75.9,85.57,4,1,0,1,1218,3,1,1,42.959888888888884,44.93333333333333,8.82
5.7,1,CYBER,68.35,68.53,91.0,3,2,0,3,1437,2,1,1,46.96666666666667,57.56666666666668,5.4
9.34,0,IT,81.02,85.92,93.39,1,0,1,0,1709,0,1,1,43.339222222222226,35.3,9.34
7.44,5,AIML,84.38,86.72,67.76,5,3,2,3,1488,1,1,1,52.65022222222222,52.6,5.94
9.47,4,MECH,80.9,81.86,51.38,6,3,3,4,909,3,1,1,53.95844444444444,52.63333333333333,8.270000000000001
9.0,3,CYBER,77.35,86.37,60.88,1,3,3,0,1213,3,1,0,48.04177777777778,38.766666666666666,8.1
7.13,0,AIML,84.86,89.98,34.41,3,0,2,5,862,3,2,1,36.15633333333333,62.066666666666656,7.13
5.11,4,AIML,62.62,66.89,48.76,0,1,3,1,800,2,2,1,41.172444444444444,29.333333333333332,3.91
6.34,3,AIDS,71.06,74.35,77.74,2,0,0,1,1481,2,2,0,39.21088888888888,52.03333333333333,5.4399999999999995
7.71,2,IT,66.95,70.86,65.97,3,2,2,4,1531,0,2,1,47.291,58.36666666666667,7.11
8.17,0,AIML,93.48,100.0,88.77,3,3,1,0,1202,3,2,0,48.90877777777778,43.400000000000006,8.17
6.29,0,CIVIL,87.12,85.03,65.7,4,2,2,1,1299,0,2,1,47.9211111111111,32.63333333333334,6.29
5.7,2,AIML,81.85,86.9,47.92,0,0,0,0,1604,3,1,1,29.30933333333333,51.800000000000004,5.1000000000000005
9.17,2,CIVIL,65.49,67.28,75.13,4,4,2,3,1583,1,2,1,55.45011111111111,60.766666666666666,8.57
9.92,0,IT,87.44,85.53,86.55,4,4,1,2,1157,3,0,1,57.331666666666656,43.9,9.92
7.63,2,ECE,93.87,93.37,68.43,1,0,1,2,1218,0,2,0,36.39566666666667,35.93333333333333,7.03
5.86,1,MECH,85.71,86.81,59.81,3,1,2,2,987,2,0,0,47.56522222222222,31.566666666666666,5.5600000000000005
6.36,3,CYBER,79.65,75.35,43.93,4,5,2,1,1188,1,0,1,49.02344444444444,25.6,5.460000000000001
5.09,3,IT,86.32,90.64,44.3,2,2,3,4,1134,1,2,1,38.123333333333335,51.800000000000004,4.1899999999999995
9.57,3,MECH,82.73,82.21,100.0,6,0,3,2,1054,3,1,1,68.37777777777777,45.46666666666667,8.67
5.59,1,IT,89.26,89.69,80.01,5,0,0,5,1163,1,1,1,43.503,53.766666666666666,5.29
7.88,2,AIDS,89.04,95.82,37.44,3,4,3,4,800,0,0,1,43.732000000000006,24.0,7.28
6.37,4,ECE,77.79,78.44,12.01,6,3,0,2,800,0,1,1,34.480777777777774,17.0,5.17
7.77,2,CSE,73.39,81.16,67.88,1,3,0,3,1363,3,0,1,39.519555555555556,56.76666666666668,7.17
8.26,0,CSE,76.0,73.38,86.65,5,5,2,2,1376,2,1,1,66.36166666666666,49.53333333333333,8.26
9.15,5,CSE,85.36,79.87,62.84,4,1,3,4,1498,1,1,1,47.61866666666666,58.93333333333334,7.65
6.03,3,ECE,76.61,75.16,78.09,4,1,1,1,1306,1,1,0,45.449222222222225,34.53333333333333,5.130000000000001
5.05,2,CSE,72.49,60.0,53.97,4,5,1,5,1111,3,1,0,44.657666666666664,65.36666666666667,4.45
5.68,4,CSE,79.99,84.52,52.66,0,1,2,3,1721,1,2,0,34.88688888888888,65.36666666666666,4.4799999999999995
9.5,0,AIML,91.07,85.88,90.12,5,4,1,4,1249,2,2,1,61.05822222222223,62.3,9.5
9.37,1,AIDS,81.35,78.26,63.71,6,0,1,0,1103,3,2,1,47.63522222222222,40.1,9.069999999999999
7.99,1,ECE,77.24,80.82,61.7,5,1,2,2,1223,0,0,1,44.88777777777778,26.1,7.69
8.0,4,AIML,83.2,83.8,80.92,3,4,1,3,1071,1,2,0,54.776,43.699999999999996,6.8
8.33,0,CSE,80.84,78.64,68.5,6,2,2,1,1320,3,2,1,59.36111111111111,53.333333333333336,8.33
5.88,3,CIVIL,60.66,60.0,91.88,0,0,0,0,1142,0,2,1,35.730666666666664,21.4,4.98
9.57,2,CIVIL,86.97,93.47,89.24,5,5,3,2,1217,0,1,1,67.12755555555555,30.9,8.97
7.09,0,ECE,84.07,87.69,75.55,4,2,1,3,1054,0,1,1,51.12055555555555,31.466666666666665,7.09
6.92,1,ECE,80.16,90.44,61.09,1,3,2,5,805,3,1,1,40.727,55.16666666666667,6.62
7.59,4,ECE,90.62,87.64,82.97,1,3,1,4,915,3,1,0,49.24655555555555,52.83333333333333,6.39
5.23,4,ECE,92.13,84.86,47.22,0,0,3,2,800,0,1,1,34.666,17.0,4.03
5.83,2,CYBER,87.99,92.96,62.3,1,1,1,3,1554,0,2,1,34.69,53.13333333333333,5.23
8.69,4,CSE,71.5,70.56,52.62,5,0,0,2,1186,3,2,1,36.21933333333333,54.86666666666666,7.489999999999999
