CGPA,Backlogs,Branch,10th_Percentage,12th_Percentage,skills,DSA_Score,Projects_Count,Certifications,Internships,Hackathons_Participated,Coding_Contest_Rating,Clubs,Leadership_Roles,Placed
8.49,4,IT,73.21,67.52,"[{""skill"": ""sql"", ""level"": ""Advanced""}, {""skill"": ""testing"", ""level"": ""Advanced""}, {""skill"": ""communication"", ""level"": ""Beginner""}, {""skill"": ""teamwork"", ""level"": ""Expert""}, {""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""dsa"", ""level"": ""Advanced""}]",63.44,5,0,0,1,1155,1,1,1
7.68,0,AIML,64.67,65.93,"[{""skill"": ""html"", ""level"": ""Intermediate""}, {""skill"": ""sql"", ""level"": ""Intermediate""}, {""skill"": ""excel"", ""level"": ""Beginner""}, {""skill"": ""communication"", ""level"": ""Advanced""}]",73.82,5,1,0,1,1601,1,2,1
6.55,3,MECH,80.27,77.49,"[{""skill"": ""react"", ""level"": ""Beginner""}, {""skill"": ""testing"", ""level"": ""Intermediate""}, {""skill"": ""java"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""git"", ""level"": ""Intermediate""}]",57.63,1,1,2,2,1752,2,0,1
9.07,1,CSE,83.57,79.38,"[{""skill"": ""docker"", ""level"": ""Beginner""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""cloud"", ""level"": ""Expert""}, {""skill"": ""java"", ""level"": ""Intermediate""}, {""skill"": ""leadership"", ""level"": ""Intermediate""}]",67.91,6,1,3,5,1018,2,1,1
8.42,1,CIVIL,62.98,68.17,"[{""skill"": ""html"", ""level"": ""Beginner""}, {""skill"": ""java"", ""level"": ""Intermediate""}, {""skill"": ""excel"", ""level"": ""Intermediate""}, {""skill"": ""leadership"", ""level"": ""Beginner""}]",45.61,6,2,2,1,1072,3,2,1
5.81,1,AIDS,80.18,82.84,"[{""skill"": ""communication"", ""level"": ""Intermediate""}, {""skill"": ""docker"", ""level"": ""Advanced""}, {""skill"": ""presentation"", ""level"": ""Expert""}, {""skill"": ""c++"", ""level"": ""Advanced""}]",14.94,4,5,1,4,800,3,0,0
9.55,3,CYBER,81.22,72.7,"[{""skill"": ""testing"", ""level"": ""Expert""}, {""skill"": ""c++"", ""level"": ""Expert""}, {""skill"": ""communication"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Beginner""}]",91.63,1,5,3,3,1354,1,1,1
9.11,5,CSE,74.46,79.37,"[{""skill"": ""git"", ""level"": ""Beginner""}, {""skill"": ""devops"", ""level"": ""Advanced""}, {""skill"": ""excel"", ""level"": ""Expert""}, {""skill"": ""leadership"", ""level"": ""Advanced""}, {""skill"": ""sql"", ""level"": ""Intermediate""}]",77.93,1,0,0,1,1195,0,0,0
9.75,0,AIDS,83.8,86.33,"[{""skill"": ""excel"", ""level"": ""Beginner""}, {""skill"": ""python"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Intermediate""}]",94.28,5,4,2,1,1436,3,1,1
8.63,3,CYBER,78.67,81.31,"[{""skill"": ""management"", ""level"": ""Advanced""}, {""skill"": ""sql"", ""level"": ""Advanced""}, {""skill"": ""ai"", ""level"": ""Expert""}, {""skill"": ""testing"", ""level"": ""Advanced""}]",61.9,2,2,2,4,1473,1,2,1
8.07,1,CSE,82.83,79.98,"[{""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""data science"", ""level"": ""Beginner""}, {""skill"": ""cloud"", ""level"": ""Expert""}, {""skill"": ""ai"", ""level"": ""Beginner""}, {""skill"": ""leadership"", ""level"": ""Intermediate""}]",53.58,1,2,3,1,805,0,1,1
7.09,4,CSE,85.34,84.41,"[{""skill"": ""devops"", ""level"": ""Intermediate""}, {""skill"": ""css"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""git"", ""level"": ""Expert""}, {""skill"": ""communication"", ""level"": ""Intermediate""}]",63.09,6,3,2,3,1152,2,1,1
9.66,2,MECH,85.35,75.48,"[{""skill"": ""cybersecurity"", ""level"": ""Advanced""}, {""skill"": ""css"", ""level"": ""Beginner""}, {""skill"": ""data science"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Expert""}, {""skill"": ""management"", ""level"": ""Advanced""}]",92.9,4,5,3,5,1281,2,2,1
9.33,3,CSE,90.17,94.5,"[{""skill"": ""figma"", ""level"": ""Intermediate""}, {""skill"": ""sql"", ""level"": ""Intermediate""}, {""skill"": ""devops"", ""level"": ""Advanced""}]",69.52,5,2,1,3,1295,3,2,0
5.23,3,AIDS,83.38,78.39,"[{""skill"": ""excel"", ""level"": ""Beginner""}, {""skill"": ""cloud"", ""level"": ""Intermediate""}, {""skill"": ""dsa"", ""level"": ""Intermediate""}]",69.67,3,2,3,5,1668,0,2,1
5.13,0,ECE,75.23,70.88,"[{""skill"": ""dsa"", ""level"": ""Beginner""}, {""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""java"", ""level"": ""Advanced""}, {""skill"": ""figma"", ""level"": ""Advanced""}]",33.03,5,1,3,3,870,1,1,1
6.88,0,AIML,73.52,69.1,"[{""skill"": ""excel"", ""level"": ""Beginner""}, {""skill"": ""docker"", ""level"": ""Advanced""}, {""skill"": ""machine learning"", ""level"": ""Intermediate""}, {""skill"": ""leadership"", ""level"": ""Advanced""}]",58.68,2,5,1,3,1376,3,0,1
9.05,3,MECH,69.37,78.37,"[{""skill"": ""react"", ""level"": ""Beginner""}, {""skill"": ""testing"", ""level"": ""Intermediate""}, {""skill"": ""figma"", ""level"": ""Advanced""}, {""skill"": ""devops"", ""level"": ""Intermediate""}, {""skill"": ""machine learning"", ""level"": ""Intermediate""}, {""skill"": ""leadership"", ""level"": ""Expert""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}]",71.36,5,3,1,0,1758,1,2,1
9.94,1,CSE,81.51,78.17,"[{""skill"": ""testing"", ""level"": ""Beginner""}, {""skill"": ""python"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Beginner""}, {""skill"": ""machine learning"", ""level"": ""Beginner""}]",100.0,1,4,0,3,1146,0,0,1
5.75,2,CSE,93.21,97.92,"[{""skill"": ""ai"", ""level"": ""Intermediate""}, {""skill"": ""c++"", ""level"": ""Advanced""}, {""skill"": ""java"", ""level"": ""Beginner""}, {""skill"": ""html"", ""level"": ""Expert""}, {""skill"": ""css"", ""level"": ""Advanced""}, {""skill"": ""management"", ""level"": ""Beginner""}, {""skill"": ""presentation"", ""level"": ""Advanced""}]",60.41,2,0,2,0,1246,3,2,1
7.97,0,MECH,76.42,76.3,"[{""skill"": ""cybersecurity"", ""level"": ""Beginner""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""git"", ""level"": ""Beginner""}]",100.0,5,4,1,3,1442,0,2,1
6.9,1,CYBER,84.5,80.35,"[{""skill"": ""c++"", ""level"": ""Expert""}, {""skill"": ""communication"", ""level"": ""Beginner""}, {""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""git"", ""level"": ""Intermediate""}, {""skill"": ""python"", ""level"": ""Advanced""}]",35.07,3,3,1,3,800,0,1,0
9.85,4,CYBER,72.48,67.43,"[{""skill"": ""java"", ""level"": ""Expert""}, {""skill"": ""cybersecurity"", ""level"": ""Advanced""}, {""skill"": ""figma"", ""level"": ""Expert""}, {""skill"": ""sql"", ""level"": ""Advanced""}, {""skill"": ""communication"", ""level"": ""Beginner""}]",79.35,2,1,2,4,1470,0,2,0
9.21,0,IT,81.95,78.8,"[{""skill"": ""c++"", ""level"": ""Intermediate""}, {""skill"": ""excel"", ""level"": ""Intermediate""}, {""skill"": ""leadership"", ""level"": ""Intermediate""}]",77.14,3,0,2,5,1623,1,0,1
9.19,1,IT,92.59,92.22,"[{""skill"": ""css"", ""level"": ""Advanced""}, {""skill"": ""ai"", ""level"": ""Advanced""}, {""skill"": ""management"", ""level"": ""Expert""}]",85.86,2,4,0,3,1129,2,1,1
7.34,1,CSE,86.86,89.87,"[{""skill"": ""figma"", ""level"": ""Intermediate""}, {""skill"": ""react"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""python"", ""level"": ""Advanced""}]",47.95,2,5,0,1,1053,3,2,0
7.07,2,CIVIL,64.29,61.94,"[{""skill"": ""node"", ""level"": ""Beginner""}, {""skill"": ""leadership"", ""level"": ""Intermediate""}, {""skill"": ""java"", ""level"": ""Intermediate""}, {""skill"": ""docker"", ""level"": ""Beginner""}]",96.56,3,5,3,3,983,1,0,0
6.37,2,CSE,85.71,83.16,"[{""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""devops"", ""level"": ""Expert""}, {""skill"": ""cybersecurity"", ""level"": ""Intermediate""}]",59.59,0,0,0,2,1514,0,1,1
5.28,4,ECE,86.16,81.76,"[{""skill"": ""css"", ""level"": ""Beginner""}, {""skill"": ""presentation"", ""level"": ""Beginner""}, {""skill"": ""devops"", ""level"": ""Beginner""}, {""skill"": ""machine learning"", ""level"": ""Intermediate""}, {""skill"": ""data science"", ""level"": ""Beginner""}]",32.17,0,0,1,4,1320,1,0,0
9.32,1,CIVIL,81.73,75.76,"[{""skill"": ""leadership"", ""level"": ""Intermediate""}, {""skill"": ""cybersecurity"", ""level"": ""Expert""}, {""skill"": ""css"", ""level"": ""Intermediate""}]",73.8,5,0,1,4,982,0,1,1
9.06,5,AIML,86.68,80.29,"[{""skill"": ""ai"", ""level"": ""Intermediate""}, {""skill"": ""css"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""figma"", ""level"": ""Beginner""}]",66.56,0,2,2,3,980,0,1,1
10.0,1,IT,71.66,76.61,"[{""skill"": ""communication"", ""level"": ""Expert""}, {""skill"": ""excel"", ""level"": ""Expert""}, {""skill"": ""figma"", ""level"": ""Advanced""}, {""skill"": ""cloud"", ""level"": ""Advanced""}]",100.0,1,3,0,2,1281,0,1,0
9.98,2,IT,80.63,77.99,"[{""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""git"", ""level"": ""Intermediate""}, {""skill"": ""sql"", ""level"": ""Expert""}]",98.41,4,5,3,5,1780,0,2,1
7.78,5,CIVIL,91.1,88.9,"[{""skill"": ""css"", ""level"": ""Intermediate""}, {""skill"": ""leadership"", ""level"": ""Beginner""}, {""skill"": ""dsa"", ""level"": ""Intermediate""}, {""skill"": ""cybersecurity"", ""level"": ""Intermediate""}]",67.38,0,5,3,3,1215,1,1,1
8.84,0,CIVIL,90.2,86.87,"[{""skill"": ""git"", ""level"": ""Beginner""}, {""skill"": ""excel"", ""level"": ""Intermediate""}, {""skill"": ""c++"", ""level"": ""Advanced""}, {""skill"": ""communication"", ""level"": ""Intermediate""}]",69.49,1,3,3,1,1293,0,2,1
9.72,0,IT,85.48,83.9,"[{""skill"": ""management"", ""level"": ""Beginner""}, {""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""cloud"", ""level"": ""Intermediate""}, {""skill"": ""communication"", ""level"": ""Intermediate""}]",95.14,4,1,3,4,1421,1,2,1
9.25,3,AIML,71.17,73.03,"[{""skill"": ""cloud"", ""level"": ""Beginner""}, {""skill"": ""testing"", ""level"": ""Intermediate""}, {""skill"": ""communication"", ""level"": ""Intermediate""}, {""skill"": ""node"", ""level"": ""Intermediate""}, {""skill"": ""python"", ""level"": ""Advanced""}, {""skill"": ""management"", ""level"": ""Advanced""}, {""skill"": ""css"", ""level"": ""Beginner""}]",93.72,1,5,2,4,1780,1,2,1
6.24,2,AIDS,69.6,67.16,"[{""skill"": ""c++"", ""level"": ""Advanced""}, {""skill"": ""docker"", ""level"": ""Advanced""}, {""skill"": ""leadership"", ""level"": ""Advanced""}, {""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""css"", ""level"": ""Intermediate""}]",0.45,4,4,0,5,800,2,2,0
7.25,3,IT,81.15,82.05,"[{""skill"": ""cloud"", ""level"": ""Beginner""}, {""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""docker"", ""level"": ""Intermediate""}]",76.62,6,1,0,2,1242,1,1,1
5.65,5,IT,81.81,88.9,"[{""skill"": ""communication"", ""level"": ""Advanced""}, {""skill"": ""data science"", ""level"": ""Beginner""}, {""skill"": ""testing"", ""level"": ""Advanced""}]",56.29,6,4,0,0,1534,2,2,0
9.77,2,MECH,79.0,74.9,"[{""skill"": ""dsa"", ""level"": ""Advanced""}, {""skill"": ""devops"", ""level"": ""Expert""}, {""skill"": ""sql"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Advanced""}, {""skill"": ""excel"", ""level"": ""Intermediate""}]",50.13,1,0,0,5,1500,2,0,1
8.03,4,CYBER,71.95,69.75,"[{""skill"": ""testing"", ""level"": ""Expert""}, {""skill"": ""html"", ""level"": ""Beginner""}, {""skill"": ""ai"", ""level"": ""Advanced""}, {""skill"": ""dsa"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Beginner""}, {""skill"": ""cybersecurity"", ""level"": ""Intermediate""}]",85.26,2,5,3,2,1013,2,0,0
6.14,1,CSE,84.37,87.57,"[{""skill"": ""sql"", ""level"": ""Advanced""}, {""skill"": ""figma"", ""level"": ""Expert""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""c++"", ""level"": ""Beginner""}, {""skill"": ""git"", ""level"": ""Intermediate""}]",93.22,5,4,3,1,966,1,1,0
8.36,4,CIVIL,81.1,88.59,"[{""skill"": ""excel"", ""level"": ""Beginner""}, {""skill"": ""testing"", ""level"": ""Intermediate""}, {""skill"": ""leadership"", ""level"": ""Expert""}, {""skill"": ""sql"", ""level"": ""Intermediate""}]",80.43,4,4,2,2,1300,2,2,1
8.09,5,CIVIL,82.9,76.69,"[{""skill"": ""presentation"", ""level"": ""Advanced""}, {""skill"": ""figma"", ""level"": ""Advanced""}, {""skill"": ""ai"", ""level"": ""Intermediate""}, {""skill"": ""html"", ""level"": ""Expert""}]",89.96,0,0,2,5,1544,3,0,1
6.79,2,IT,85.93,77.43,"[{""skill"": ""presentation"", ""level"": ""Advanced""}, {""skill"": ""teamwork"", ""level"": ""Advanced""}, {""skill"": ""java"", ""level"": ""Intermediate""}]",96.45,5,1,3,0,1477,0,0,1
5.57,5,CIVIL,77.26,77.26,"[{""skill"": ""css"", ""level"": ""Beginner""}, {""skill"": ""management"", ""level"": ""Intermediate""}, {""skill"": ""leadership"", ""level"": ""Advanced""}, {""skill"": ""cybersecurity"", ""level"": ""Beginner""}]",38.73,0,4,1,1,910,1,2,0
8.36,1,AIML,75.11,74.59,"[{""skill"": ""excel"", ""level"": ""Beginner""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""sql"", ""level"": ""Intermediate""}, {""skill"": ""cloud"", ""level"": ""Intermediate""}, {""skill"": ""css"", ""level"": ""Intermediate""}, {""skill"": ""data science"", ""level"": ""Beginner""}]",32.14,6,5,0,1,1620,0,2,1
7.6,0,CSE,91.08,94.58,"[{""skill"": ""ai"", ""level"": ""Advanced""}, {""skill"": ""css"", ""level"": ""Intermediate""}, {""skill"": ""excel"", ""level"": ""Advanced""}, {""skill"": ""leadership"", ""level"": ""Intermediate""}, {""skill"": ""sql"", ""level"": ""Advanced""}]",78.65,2,1,2,0,973,1,1,1
8.86,0,IT,72.43,75.16,"[{""skill"": ""communication"", ""level"": ""Advanced""}, {""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""machine learning"", ""level"": ""Beginner""}]",66.86,6,1,3,3,834,2,0,1
7.6,5,ECE,75.31,75.14,"[{""skill"": ""docker"", ""level"": ""Intermediate""}, {""skill"": ""ai"", ""level"": ""Advanced""}, {""skill"": ""cybersecurity"", ""level"": ""Intermediate""}]",38.02,4,3,0,2,1436,3,1,0
9.26,3,AIDS,92.34,97.59,"[{""skill"": ""presentation"", ""level"": ""Advanced""}, {""skill"": ""react"", ""level"": ""Intermediate""}, {""skill"": ""machine learning"", ""level"": ""Intermediate""}, {""skill"": ""git"", ""level"": ""Intermediate""}, {""skill"": ""testing"", ""level"": ""Advanced""}, {""skill"": ""leadership"", ""level"": ""Advanced""}]",72.24,6,5,0,5,1135,2,0,1
7.76,2,AIML,74.53,71.12,"[{""skill"": ""cybersecurity"", ""level"": ""Beginner""}, {""skill"": ""html"", ""level"": ""Advanced""}, {""skill"": ""testing"", ""level"": ""Advanced""}, {""skill"": ""data science"", ""level"": ""Intermediate""}, {""skill"": ""react"", ""level"": ""Beginner""}, {""skill"": ""presentation"", ""level"": ""Advanced""}, {""skill"": ""teamwork"", ""level"": ""Advanced""}]",80.85,6,5,3,1,1814,1,2,1
7.8,2,ECE,79.01,80.07,"[{""skill"": ""data science"", ""level"": ""Advanced""}, {""skill"": ""communication"", ""level"": ""Beginner""}, {""skill"": ""react"", ""level"": ""Beginner""}, {""skill"": ""c++"", ""level"": ""Beginner""}, {""skill"": ""git"", ""level"": ""Advanced""}]",63.54,3,0,1,5,1143,2,0,0
9.38,0,CYBER,75.88,69.8,"[{""skill"": ""devops"", ""level"": ""Intermediate""}, {""skill"": ""java"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Advanced""}]",58.68,0,0,1,2,1077,3,0,1
7.02,4,MECH,62.17,61.96,"[{""skill"": ""testing"", ""level"": ""Expert""}, {""skill"": ""leadership"", ""level"": ""Advanced""}, {""skill"": ""data science"", ""level"": ""Expert""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""machine learning"", ""level"": ""Beginner""}, {""skill"": ""html"", ""level"": ""Intermediate""}, {""skill"": ""react"", ""level"": ""Advanced""}]",58.12,2,2,2,0,1340,0,0,0
5.67,1,MECH,78.77,71.46,"[{""skill"": ""excel"", ""level"": ""Intermediate""}, {""skill"": ""data science"", ""level"": ""Advanced""}, {""skill"": ""dsa"", ""level"": ""Intermediate""}]",55.46,3,5,3,4,1434,0,2,1
5.14,4,IT,69.89,64.31,"[{""skill"": ""dsa"", ""level"": ""Expert""}, {""skill"": ""teamwork"", ""level"": ""Advanced""}, {""skill"": ""excel"", ""level"": ""Beginner""}, {""skill"": ""devops"", ""level"": ""Beginner""}, {""skill"": ""ai"", ""level"": ""Intermediate""}, {""skill"": ""html"", ""level"": ""Intermediate""}]",14.63,1,1,2,0,1621,2,2,0
8.78,4,IT,82.55,91.09,"[{""skill"": ""sql"", ""level"": ""Beginner""}, {""skill"": ""cybersecurity"", ""level"": ""Advanced""}, {""skill"": ""teamwork"", ""level"": ""Advanced""}, {""skill"": ""communication"", ""level"": ""Intermediate""}, {""skill"": ""java"", ""level"": ""Intermediate""}]",68.52,0,2,1,2,1501,1,0,0
8.1,5,IT,91.06,81.93,"[{""skill"": ""html"", ""level"": ""Intermediate""}, {""skill"": ""sql"", ""level"": ""Intermediate""}, {""skill"": ""ai"", ""level"": ""Intermediate""}]",41.12,6,5,2,1,1427,1,0,1
8.52,0,MECH,60.0,60.0,"[{""skill"": ""communication"", ""level"": ""Advanced""}, {""skill"": ""machine learning"", ""level"": ""Beginner""}, {""skill"": ""testing"", ""level"": ""Expert""}, {""skill"": ""dsa"", ""level"": ""Beginner""}]",83.28,5,0,2,2,1143,0,2,1
6.06,0,CSE,75.93,80.07,"[{""skill"": ""cybersecurity"", ""level"": ""Beginner""}, {""skill"": ""python"", ""level"": ""Beginner""}, {""skill"": ""excel"", ""level"": ""Beginner""}]",26.6,4,0,1,4,1321,3,2,0
5.68,0,AIML,84.52,95.63,"[{""skill"": ""communication"", ""level"": ""Advanced""}, {""skill"": ""teamwork"", ""level"": ""Expert""}, {""skill"": ""docker"", ""level"": ""Intermediate""}]",76.16,3,5,0,1,1468,2,2,1
5.07,5,CSE,60.0,60.89,"[{""skill"": ""cybersecurity"", ""level"": ""Intermediate""}, {""skill"": ""git"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Beginner""}, {""skill"": ""cloud"", ""level"": ""Beginner""}]",44.68,6,2,0,4,949,2,0,0
6.75,3,IT,93.36,94.53,"[{""skill"": ""node"", ""level"": ""Intermediate""}, {""skill"": ""css"", ""level"": ""Advanced""}, {""skill"": ""presentation"", ""level"": ""Expert""}]",50.41,2,0,1,3,800,0,1,0
7.95,4,MECH,83.8,84.0,"[{""skill"": ""html"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""cloud"", ""level"": ""Beginner""}, {""skill"": ""docker"", ""level"": ""Advanced""}, {""skill"": ""teamwork"", ""level"": ""Advanced""}]",73.14,4,0,0,5,995,1,1,1
6.96,5,CYBER,90.83,96.12,"[{""skill"": ""dsa"", ""level"": ""Beginner""}, {""skill"": ""management"", ""level"": ""Beginner""}, {""skill"": ""docker"", ""level"": ""Advanced""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}]",44.99,1,3,3,0,970,2,2,0
7.19,2,CSE,74.36,76.52,"[{""skill"": ""cybersecurity"", ""level"": ""Intermediate""}, {""skill"": ""presentation"", ""level"": ""Intermediate""}, {""skill"": ""data science"", ""level"": ""Expert""}]",69.01,4,4,0,3,1187,1,1,1
9.52,1,IT,75.57,72.69,"[{""skill"": ""docker"", ""level"": ""Beginner""}, {""skill"": ""dsa"", ""level"": ""Beginner""}, {""skill"": ""figma"", ""level"": ""Intermediate""}, {""skill"": ""communication"", ""level"": ""Advanced""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""python"", ""level"": ""Advanced""}]",60.46,6,5,1,2,1426,1,0,1
6.74,3,AIML,78.39,83.97,"[{""skill"": ""react"", ""level"": ""Advanced""}, {""skill"": ""node"", ""level"": ""Intermediate""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}, {""skill"": ""docker"", ""level"": ""Beginner""}, {""skill"": ""dsa"", ""level"": ""Intermediate""}]",50.07,6,3,3,3,1434,0,1,0
7.57,2,IT,100.0,97.69,"[{""skill"": ""testing"", ""level"": ""Advanced""}, {""skill"": ""communication"", ""level"": ""Advanced""}, {""skill"": ""dsa"", ""level"": ""Intermediate""}, {""skill"": ""css"", ""level"": ""Intermediate""}]",73.46,2,4,2,0,1792,1,1,1
8.92,4,IT,93.18,85.19,"[{""skill"": ""cybersecurity"", ""level"": ""Advanced""}, {""skill"": ""react"", ""level"": ""Advanced""}, {""skill"": ""docker"", ""level"": ""Advanced""}, {""skill"": ""communication"", ""level"": ""Advanced""}]",49.32,2,5,1,1,1275,3,1,0
6.98,0,AIDS,81.32,73.35,"[{""skill"": ""html"", ""level"": ""Beginner""}, {""skill"": ""machine learning"", ""level"": ""Advanced""}, {""skill"": ""dsa"", ""level"": ""Advanced""}, {""skill"": ""teamwork"", ""level"": ""Intermediate""}]",37.13,2,3,1,5,800,3,2,1
8.11,4,CSE,82.54,81.54,"[{""skill"": ""ai"", ""level"": ""Intermediate""}, {""skill"": ""management"", ""level"": ""Beginner""}, {""skill"": ""dsa"", ""level"": ""Advanced""}, {""skill"": ""git"", ""level"": ""Advanced""}, {""skill"": ""java"", ""level"": ""Advanced""}]",73.02,6,3,0,4,995,0,0,0
